gene_id,name,chrom,start,end,strand,length_bp,source_sheet,source_row,source_chrom,source_start,source_end
xylG:3732201-3733742:+,xylG,NC_000913.3,3732200,3733742,+,1542,Supplementary Table 1,221,MG1655,3732201,3733742
fimB:4540957-4541559:+,fimB,NC_000913.3,4540956,4541559,+,603,Supplementary Table 1,222,MG1655,4540957,4541559
ykgF:322338-323765:+,ykgF,NC_000913.3,322337,323765,+,1428,Supplementary Table 1,223,MG1655,322338,323765
hisJ:2426006-2426788:-,hisJ,NC_000913.3,2426005,2426788,-,783,Supplementary Table 1,224,MG1655,2426006,2426788
tdcA:3266127-3267065:-,tdcA,NC_000913.3,3266126,3267065,-,939,Supplementary Table 1,225,MG1655,3266127,3267065
qmcA:514856-515773:-,qmcA,NC_000913.3,514855,515773,-,918,Supplementary Table 1,226,MG1655,514856,515773
leuO:84368-85312:+,leuO,NC_000913.3,84367,85312,+,945,Supplementary Table 1,227,MG1655,84368,85312
ykgD:320227-321081:+,ykgD,NC_000913.3,320226,321081,+,855,Supplementary Table 1,228,MG1655,320227,321081
lysA:2977637-2978899:-,lysA,NC_000913.3,2977636,2978899,-,1263,Supplementary Table 1,229,MG1655,2977637,2978899
yqiH:3189881-3190630:+,yqiH,NC_000913.3,3189880,3190630,+,750,Supplementary Table 1,230,MG1655,3189881,3190630
flgA:1130204-1130863:-,flgA,NC_000913.3,1130203,1130863,-,660,Supplementary Table 1,231,MG1655,1130204,1130863
mocA:3015160-3015738:+,mocA,NC_000913.3,3015159,3015738,+,579,Supplementary Table 1,232,MG1655,3015160,3015738
yqiG:3186061-3186089:+,yqiG,NC_000913.3,3186060,3186089,+,29,Supplementary Table 1,233,MG1655,3186061,3186089
yqiG:3187421-3189865:+,yqiG,NC_000913.3,3187420,3189865,+,2445,Supplementary Table 1,234,MG1655,3187421,3189865
yidL:3860283-3861176:+,yidL,NC_000913.3,3860282,3861176,+,894,Supplementary Table 1,235,MG1655,3860283,3861176
yjhE:4506861-4507109:+,yjhE,NC_000913.3,4506860,4507109,+,249,Supplementary Table 1,236,MG1655,4506861,4507109
yihP:4065809-4067194:-,yihP,NC_000913.3,4065808,4067194,-,1386,Supplementary Table 1,237,MG1655,4065809,4067194
yciF:1315270-1315770:-,yciF,NC_000913.3,1315269,1315770,-,501,Supplementary Table 1,238,MG1655,1315270,1315770
bluF:1214264-1215475:-,bluF,NC_000913.3,1214263,1215475,-,1212,Supplementary Table 1,239,MG1655,1214264,1215475
mcrA:1210346-1211179:+,mcrA,NC_000913.3,1210345,1211179,+,834,Supplementary Table 1,240,MG1655,1210346,1211179
alsB:4311107-4312042:-,alsB,NC_000913.3,4311106,4312042,-,936,Supplementary Table 1,241,MG1655,4311107,4312042
preA:2235265-2236500:+,preA,NC_000913.3,2235264,2236500,+,1236,Supplementary Table 1,242,MG1655,2235265,2236500
tamA:4442382-4444115:+,tamA,NC_000913.3,4442381,4444115,+,1734,Supplementary Table 1,243,MG1655,4442382,4444115
yphE:2676850-2678361:-,yphE,NC_000913.3,2676849,2678361,-,1512,Supplementary Table 1,244,MG1655,2676850,2678361
yeeL:2052276-2053328:-,yeeL,NC_000913.3,2052275,2053328,-,1053,Supplementary Table 1,245,MG1655,2052276,2053328
yodB:2042368-2042898:+,yodB,NC_000913.3,2042367,2042898,+,531,Supplementary Table 1,246,MG1655,2042368,2042898
yeiL:2255355-2256014:+,yeiL,NC_000913.3,2255354,2256014,+,660,Supplementary Table 1,247,MG1655,2255355,2256014
ygcU:2897964-2899418:-,ygcU,NC_000913.3,2897963,2899418,-,1455,Supplementary Table 1,248,MG1655,2897964,2899418
yeeS:2076308-2076754:+,yeeS,NC_000913.3,2076307,2076754,+,447,Supplementary Table 1,249,MG1655,2076308,2076754
idnK:4494623-4495186:+,idnK,NC_000913.3,4494622,4495186,+,564,Supplementary Table 1,250,MG1655,4494623,4495186
mcbR:1520262-1520927:+,mcbR,NC_000913.3,1520261,1520927,+,666,Supplementary Table 1,251,MG1655,1520262,1520927
proW:2806010-2807074:+,proW,NC_000913.3,2806009,2807074,+,1065,Supplementary Table 1,252,MG1655,2806010,2807074
leuA:81958-83529:-,leuA,NC_000913.3,81957,83529,-,1572,Supplementary Table 1,253,MG1655,81958,83529
htrE:152829-155426:-,htrE,NC_000913.3,152828,155426,-,2598,Supplementary Table 1,254,MG1655,152829,155426
setC:3836953-3838137:+,setC,NC_000913.3,3836952,3838137,+,1185,Supplementary Table 1,255,MG1655,3836953,3838137
yehQ:2209100-2211100:+,yehQ,NC_000913.3,2209099,2211100,+,2001,Supplementary Table 1,256,MG1655,2209100,2211100
yicO:3842455-3843789:-,yicO,NC_000913.3,3842454,3843789,-,1335,Supplementary Table 1,257,MG1655,3842455,3843789
gatB:2174282-2174566:-,gatB,NC_000913.3,2174281,2174566,-,285,Supplementary Table 1,258,MG1655,2174282,2174566
uidC:1691586-1692851:-,uidC,NC_000913.3,1691585,1692851,-,1266,Supplementary Table 1,259,MG1655,1691586,1692851
aroD:1774686-1775444:+,aroD,NC_000913.3,1774685,1775444,+,759,Supplementary Table 1,260,MG1655,1774686,1775444
agaC:3284685-3285488:+,agaC,NC_000913.3,3284684,3285488,+,804,Supplementary Table 1,261,MG1655,3284685,3285488
proB:260388-261491:+,proB,NC_000913.3,260387,261491,+,1104,Supplementary Table 1,262,MG1655,260388,261491
ydeI:1624105-1624497:-,ydeI,NC_000913.3,1624104,1624497,-,393,Supplementary Table 1,263,MG1655,1624105,1624497
wcaI:2124523-2125746:-,wcaI,NC_000913.3,2124522,2125746,-,1224,Supplementary Table 1,264,MG1655,2124523,2125746
ygbT:2878855-2879772:-,ygbT,NC_000913.3,2878854,2879772,-,918,Supplementary Table 1,265,MG1655,2878855,2879772
ydeH:1622960-1623850:-,ydeH,NC_000913.3,1622959,1623850,-,891,Supplementary Table 1,266,MG1655,1622960,1623850
proA:261503-262756:+,proA,NC_000913.3,261502,262756,+,1254,Supplementary Table 1,267,MG1655,261503,262756
bcsC:3685700-3689173:-,bcsC,NC_000913.3,3685699,3689173,-,3474,Supplementary Table 1,268,MG1655,3685700,3689173
djlC:680212-681663:+,djlC,NC_000913.3,680211,681663,+,1452,Supplementary Table 1,269,MG1655,680212,681663
bssS:1120701-1120955:-,bssS,NC_000913.3,1120700,1120955,-,255,Supplementary Table 1,270,MG1655,1120701,1120955
mppA:1393227-1394840:+,mppA,NC_000913.3,1393226,1394840,+,1614,Supplementary Table 1,271,MG1655,1393227,1394840
gfcC:1047945-1048691:-,gfcC,NC_000913.3,1047944,1048691,-,747,Supplementary Table 1,272,MG1655,1047945,1048691
fixB:43188-44129:+,fixB,NC_000913.3,43187,44129,+,942,Supplementary Table 1,273,MG1655,43188,44129
ydeM:1579633-1580790:-,ydeM,NC_000913.3,1579632,1580790,-,1158,Supplementary Table 1,274,MG1655,1579633,1580790
treC:4463054-4464709:-,treC,NC_000913.3,4463053,4464709,-,1656,Supplementary Table 1,275,MG1655,4463054,4464709
yhdP:3392458-3396258:-,yhdP,NC_000913.3,3392457,3396258,-,3801,Supplementary Table 1,276,MG1655,3392458,3396258
yhcA:3362112-3362786:+,yhcA,NC_000913.3,3362111,3362786,+,675,Supplementary Table 1,277,MG1655,3362112,3362786
lysC:4231884-4233233:-,lysC,NC_000913.3,4231883,4233233,-,1350,Supplementary Table 1,278,MG1655,4231884,4233233
chbR:1818605-1819447:-,chbR,NC_000913.3,1818604,1819447,-,843,Supplementary Table 1,279,MG1655,1818605,1819447
cusB:597479-598702:+,cusB,NC_000913.3,597478,598702,+,1224,Supplementary Table 1,280,MG1655,597479,598702
yadK:151003-151599:-,yadK,NC_000913.3,151002,151599,-,597,Supplementary Table 1,281,MG1655,151003,151599
gfcE:1044664-1045803:-,gfcE,NC_000913.3,1044663,1045803,-,1140,Supplementary Table 1,282,MG1655,1044664,1045803
yjfZ:4426628-4427422:-,yjfZ,NC_000913.3,4426627,4427422,-,795,Supplementary Table 1,283,MG1655,4426628,4427422
flgH:1135564-1136262:+,flgH,NC_000913.3,1135563,1136262,+,699,Supplementary Table 1,284,MG1655,1135564,1136262
ydeJ:1624773-1625291:+,ydeJ,NC_000913.3,1624772,1625291,+,519,Supplementary Table 1,285,MG1655,1624773,1625291
cpsG:2121609-2122979:-,cpsG,NC_000913.3,2121608,2122979,-,1371,Supplementary Table 1,286,MG1655,2121609,2122979
yfbP:2389116-2389964:+,yfbP,NC_000913.3,2389115,2389964,+,849,Supplementary Table 1,287,MG1655,2389116,2389964
lpd:127912-129336:+,lpd,NC_000913.3,127911,129336,+,1425,Supplementary Table 1,288,MG1655,127912,129336
yihF:4044199-4045629:+,yihF,NC_000913.3,4044198,4045629,+,1431,Supplementary Table 1,289,MG1655,4044199,4045629
ribF:21407-22348:+,ribF,NC_000913.3,21406,22348,+,942,Supplementary Table 1,290,MG1655,21407,22348
bcsB:3690268-3692607:-,bcsB,NC_000913.3,3690267,3692607,-,2340,Supplementary Table 1,291,MG1655,3690268,3692607
gnd:2099862-2101268:-,gnd,NC_000913.3,2099861,2101268,-,1407,Supplementary Table 1,292,MG1655,2099862,2101268
uvrY:1994703-1995359:-,uvrY,NC_000913.3,1994702,1995359,-,657,Supplementary Table 1,293,MG1655,1994703,1995359
fliN:2021088-2021501:+,fliN,NC_000913.3,2021087,2021501,+,414,Supplementary Table 1,294,MG1655,2021088,2021501
yahF:336778-338325:+,yahF,NC_000913.3,336777,338325,+,1548,Supplementary Table 1,295,MG1655,336778,338325
ybjM:890089-890466:+,ybjM,NC_000913.3,890088,890466,+,378,Supplementary Table 1,296,MG1655,890089,890466
yadV:155461-156201:-,yadV,NC_000913.3,155460,156201,-,741,Supplementary Table 1,297,MG1655,155461,156201
cpsB:2123084-2124520:-,cpsB,NC_000913.3,2123083,2124520,-,1437,Supplementary Table 1,298,MG1655,2123084,2124520
yihN:4062247-4063512:+,yihN,NC_000913.3,4062246,4063512,+,1266,Supplementary Table 1,299,MG1655,4062247,4063512
yjhI:4525015-4525803:-,yjhI,NC_000913.3,4525014,4525803,-,789,Supplementary Table 1,300,MG1655,4525015,4525803
sfmH:562336-563319:+,sfmH,NC_000913.3,562335,563319,+,984,Supplementary Table 1,301,MG1655,562336,563319
maeA:1553972-1555669:-,maeA,NC_000913.3,1553971,1555669,-,1698,Supplementary Table 1,302,MG1655,1553972,1555669
fliK:2018386-2019513:+,fliK,NC_000913.3,2018385,2019513,+,1128,Supplementary Table 1,303,MG1655,2018386,2019513
maa:479367-479918:-,maa,NC_000913.3,479366,479918,-,552,Supplementary Table 1,304,MG1655,479367,479918
yjeN:4385393-4385707:+,yjeN,NC_000913.3,4385392,4385707,+,315,Supplementary Table 1,305,MG1655,4385393,4385707
yehH:2196474-2200269:+,yehH,NC_000913.3,2196473,2200269,+,3796,Supplementary Table 1,306,MG1655,2196474,2200269
xylA:3729443-3730765:-,xylA,NC_000913.3,3729442,3730765,-,1323,Supplementary Table 1,307,MG1655,3729443,3730765
ycjN:1371909-1373201:+,ycjN,NC_000913.3,1371908,1373201,+,1293,Supplementary Table 1,308,MG1655,1371909,1373201
csgD:1102546-1103196:-,csgD,NC_000913.3,1102545,1103196,-,651,Supplementary Table 1,309,MG1655,1102546,1103196
ybhH:800759-801811:+,ybhH,NC_000913.3,800758,801811,+,1053,Supplementary Table 1,310,MG1655,800759,801811
ndh:1166085-1167389:+,ndh,NC_000913.3,1166084,1167389,+,1305,Supplementary Table 1,311,MG1655,1166085,1167389
ydfE:1650078-1650842:+,ydfE,NC_000913.3,1650077,1650842,+,765,Supplementary Table 1,312,MG1655,1650078,1650842
ydiV:1791307-1792020:-,ydiV,NC_000913.3,1791306,1792020,-,714,Supplementary Table 1,313,MG1655,1791307,1792020
yedY:2039478-2040482:+,yedY,NC_000913.3,2039477,2040482,+,1005,Supplementary Table 1,314,MG1655,2039478,2040482
leuB:80867-81958:-,leuB,NC_000913.3,80866,81958,-,1092,Supplementary Table 1,315,MG1655,80867,81958
betA:325577-327247:-,betA,NC_000913.3,325576,327247,-,1671,Supplementary Table 1,316,MG1655,325577,327247
recT:1413984-1414793:-,recT,NC_000913.3,1413983,1414793,-,810,Supplementary Table 1,317,MG1655,1413984,1414793
yahL:344176-344991:+,yahL,NC_000913.3,344175,344991,+,816,Supplementary Table 1,318,MG1655,344176,344991
yjfJ:4410553-4411251:+,yjfJ,NC_000913.3,4410552,4411251,+,699,Supplementary Table 1,319,MG1655,4410553,4411251
dapE:2591607-2592734:+,dapE,NC_000913.3,2591606,2592734,+,1128,Supplementary Table 1,320,MG1655,2591607,2592734
mscS:3068947-3069807:-,mscS,NC_000913.3,3068946,3069807,-,861,Supplementary Table 1,321,MG1655,3068947,3069807
yibJ:3767221-3768165:+,yibJ,NC_000913.3,3767220,3768165,+,945,Supplementary Table 1,322,MG1655,3767221,3768165
fliH:2015868-2016554:+,fliH,NC_000913.3,2015867,2016554,+,687,Supplementary Table 1,323,MG1655,2015868,2016554
speA:3083935-3085911:-,speA,NC_000913.3,3083934,3085911,-,1977,Supplementary Table 1,324,MG1655,3083935,3085911
flhB:1965043-1966191:-,flhB,NC_000913.3,1965042,1966191,-,1149,Supplementary Table 1,325,MG1655,1965043,1966191
yedW:2038152-2038823:-,yedW,NC_000913.3,2038151,2038823,-,672,Supplementary Table 1,326,MG1655,2038152,2038823
isrC:2071315-2071518:+,isrC,NC_000913.3,2071314,2071518,+,204,Supplementary Table 1,327,MG1655,2071315,2071518
agaD:3285478-3286269:+,agaD,NC_000913.3,3285477,3286269,+,792,Supplementary Table 1,328,MG1655,3285478,3286269
glxK:541888-543033:+,glxK,NC_000913.3,541887,543033,+,1146,Supplementary Table 1,329,MG1655,541888,543033
treA:1245679-1247376:-,treA,NC_000913.3,1245678,1247376,-,1698,Supplementary Table 1,330,MG1655,1245679,1247376
ykgC:318676-320001:-,ykgC,NC_000913.3,318675,320001,-,1326,Supplementary Table 1,331,MG1655,318676,320001
ycaM:947229-948659:+,ycaM,NC_000913.3,947228,948659,+,1431,Supplementary Table 1,332,MG1655,947229,948659
wzc:2133490-2135652:-,wzc,NC_000913.3,2133489,2135652,-,2163,Supplementary Table 1,333,MG1655,2133490,2135652
yjfM:4412387-4413025:+,yjfM,NC_000913.3,4412386,4413025,+,639,Supplementary Table 1,334,MG1655,4412387,4413025
yjcS:4304612-4306597:-,yjcS,NC_000913.3,4304611,4306597,-,1986,Supplementary Table 1,335,MG1655,4304612,4306597
ykiA:408609-408950:+,ykiA,NC_000913.3,408608,408950,+,342,Supplementary Table 1,336,MG1655,408609,408950
ybjE:913958-914857:-,ybjE,NC_000913.3,913957,914857,-,900,Supplementary Table 1,337,MG1655,913958,914857
artP:903006-903734:-,artP,NC_000913.3,903005,903734,-,729,Supplementary Table 1,338,MG1655,903006,903734
uspD:4113293-4113721:+,uspD,NC_000913.3,4113292,4113721,+,429,Supplementary Table 1,339,MG1655,4113293,4113721
hflX:4400672-4401952:+,hflX,NC_000913.3,4400671,4401952,+,1281,Supplementary Table 1,340,MG1655,4400672,4401952
ydeA:1617028-1618218:+,ydeA,NC_000913.3,1617027,1618218,+,1191,Supplementary Table 1,341,MG1655,1617028,1618218
yfcU:2452356-2455001:-,yfcU,NC_000913.3,2452355,2455001,-,2646,Supplementary Table 1,342,MG1655,2452356,2455001
ydiM:1771071-1772285:+,ydiM,NC_000913.3,1771070,1772285,+,1215,Supplementary Table 1,343,MG1655,1771071,1772285
yiaO:3746094-3747080:+,yiaO,NC_000913.3,3746093,3747080,+,987,Supplementary Table 1,344,MG1655,3746094,3747080
cnu:1704949-1705164:+,cnu,NC_000913.3,1704948,1705164,+,216,Supplementary Table 1,345,MG1655,1704949,1705164
ybbM:516583-517362:+,ybbM,NC_000913.3,516582,517362,+,780,Supplementary Table 1,346,MG1655,516583,517362
trmL:3781215-3781688:+,trmL,NC_000913.3,3781214,3781688,+,474,Supplementary Table 1,347,MG1655,3781215,3781688
ompL:4063603-4064295:-,ompL,NC_000913.3,4063602,4064295,-,693,Supplementary Table 1,348,MG1655,4063603,4064295
yehB:2188430-2190910:-,yehB,NC_000913.3,2188429,2190910,-,2481,Supplementary Table 1,349,MG1655,2188430,2190910
epd:3072672-3073691:-,epd,NC_000913.3,3072671,3073691,-,1020,Supplementary Table 1,350,MG1655,3072672,3073691
csgF:1101711-1102127:-,csgF,NC_000913.3,1101710,1102127,-,417,Supplementary Table 1,351,MG1655,1101711,1102127
etp:1044230-1044676:-,etp,NC_000913.3,1044229,1044676,-,447,Supplementary Table 1,352,MG1655,1044230,1044676
rihB:2254245-2255186:-,rihB,NC_000913.3,2254244,2255186,-,942,Supplementary Table 1,353,MG1655,2254245,2255186
yhjX:3710799-3712007:-,yhjX,NC_000913.3,3710798,3712007,-,1209,Supplementary Table 1,354,MG1655,3710799,3712007
idnD:4493375-4494406:-,idnD,NC_000913.3,4493374,4494406,-,1032,Supplementary Table 1,355,MG1655,4493375,4494406
insO:4507197-4507451:+,insO,NC_000913.3,4507196,4507451,+,255,Supplementary Table 1,356,MG1655,4507197,4507451
insO:4509009-4509793:+,insO,NC_000913.3,4509008,4509793,+,785,Supplementary Table 1,357,MG1655,4509009,4509793
bcsA:3692618-3695236:-,bcsA,NC_000913.3,3692617,3695236,-,2619,Supplementary Table 1,358,MG1655,3692618,3695236
yjjP:4602088-4602858:-,yjjP,NC_000913.3,4602087,4602858,-,771,Supplementary Table 1,359,MG1655,4602088,4602858
bdm:1556065-1556280:-,bdm,NC_000913.3,1556064,1556280,-,216,Supplementary Table 1,360,MG1655,1556065,1556280
ybaT:512576-513868:+,ybaT,NC_000913.3,512575,513868,+,1293,Supplementary Table 1,361,MG1655,512576,513868
nanC:4538785-4539501:-,nanC,NC_000913.3,4538784,4539501,-,717,Supplementary Table 1,362,MG1655,4538785,4539501
ybcW:579880-580086:+,ybcW,NC_000913.3,579879,580086,+,207,Supplementary Table 1,363,MG1655,579880,580086
ftnA:1988716-1989213:+,ftnA,NC_000913.3,1988715,1989213,+,498,Supplementary Table 1,364,MG1655,1988716,1989213
torY:1957032-1958132:-,torY,NC_000913.3,1957031,1958132,-,1101,Supplementary Table 1,365,MG1655,1957032,1958132
yihM:4061165-4062145:+,yihM,NC_000913.3,4061164,4062145,+,981,Supplementary Table 1,366,MG1655,4061165,4062145
yphF:2678384-2679367:-,yphF,NC_000913.3,2678383,2679367,-,984,Supplementary Table 1,367,MG1655,2678384,2679367
yqiI:3190632-3191696:+,yqiI,NC_000913.3,3190631,3191696,+,1065,Supplementary Table 1,368,MG1655,3190632,3191696
nupG:3105714-3106970:+,nupG,NC_000913.3,3105713,3106970,+,1257,Supplementary Table 1,369,MG1655,3105714,3106970
yedZ:2040483-2041118:+,yedZ,NC_000913.3,2040482,2041118,+,636,Supplementary Table 1,370,MG1655,2040483,2041118
yjeO:4385704-4386018:+,yjeO,NC_000913.3,4385703,4386018,+,315,Supplementary Table 1,371,MG1655,4385704,4386018
uvrC:1992874-1994706:-,uvrC,NC_000913.3,1992873,1994706,-,1833,Supplementary Table 1,372,MG1655,1992874,1994706
djlB:677415-678842:+,djlB,NC_000913.3,677414,678842,+,1428,Supplementary Table 1,373,MG1655,677415,678842
gadX:3664986-3665810:-,gadX,NC_000913.3,3664985,3665810,-,825,Supplementary Table 1,374,MG1655,3664986,3665810
alsA:4309448-4310980:-,alsA,NC_000913.3,4309447,4310980,-,1533,Supplementary Table 1,375,MG1655,4309448,4310980
yiiG:4087002-4088057:+,yiiG,NC_000913.3,4087001,4088057,+,1056,Supplementary Table 1,376,MG1655,4087002,4088057
hsdR:4583249-4586761:-,hsdR,NC_000913.3,4583248,4586761,-,3513,Supplementary Table 1,377,MG1655,4583249,4586761
elfA:997868-998407:+,elfA,NC_000913.3,997867,998407,+,540,Supplementary Table 1,378,MG1655,997868,998407
yfdQ:2474032-2474856:+,yfdQ,NC_000913.3,2474031,2474856,+,825,Supplementary Table 1,379,MG1655,2474032,2474856
amiB:4396065-4397402:+,amiB,NC_000913.3,4396064,4397402,+,1338,Supplementary Table 1,380,MG1655,4396065,4397402
garD:3275282-3276853:+,garD,NC_000913.3,3275281,3276853,+,1572,Supplementary Table 1,381,MG1655,3275282,3276853
glpK:4115714-4117222:-,glpK,NC_000913.3,4115713,4117222,-,1509,Supplementary Table 1,382,MG1655,4115714,4117222
aceE:123017-125680:+,aceE,NC_000913.3,123016,125680,+,2664,Supplementary Table 1,383,MG1655,123017,125680
ydhV:1751728-1753830:-,ydhV,NC_000913.3,1751727,1753830,-,2103,Supplementary Table 1,384,MG1655,1751728,1753830
yoeG:2067360-2067892:-,yoeG,NC_000913.3,2067359,2067892,-,533,Supplementary Table 1,385,MG1655,2067360,2067892
flgI:1136274-1137371:+,flgI,NC_000913.3,1136273,1137371,+,1098,Supplementary Table 1,386,MG1655,1136274,1137371
ynjI:1843831-1844871:-,ynjI,NC_000913.3,1843830,1844871,-,1041,Supplementary Table 1,387,MG1655,1843831,1844871
mscK:486536-489898:+,mscK,NC_000913.3,486535,489898,+,3363,Supplementary Table 1,388,MG1655,486536,489898
yrfG:3528669-3529337:+,yrfG,NC_000913.3,3528668,3529337,+,669,Supplementary Table 1,389,MG1655,3528669,3529337
flgK:1138378-1140021:+,flgK,NC_000913.3,1138377,1140021,+,1644,Supplementary Table 1,390,MG1655,1138378,1140021
potD:1181783-1182829:-,potD,NC_000913.3,1181782,1182829,-,1047,Supplementary Table 1,391,MG1655,1181783,1182829
yaaH:9928-10494:-,yaaH,NC_000913.3,9927,10494,-,567,Supplementary Table 1,392,MG1655,9928,10494
yjfC:4413028-4414191:+,yjfC,NC_000913.3,4413027,4414191,+,1164,Supplementary Table 1,393,MG1655,4413028,4414191
arcA:4639590-4640306:-,arcA,NC_000913.3,4639589,4640306,-,717,Supplementary Table 1,394,MG1655,4639590,4640306
ynaA:1426454-1427386:+,ynaA,NC_000913.3,1426453,1427386,+,933,Supplementary Table 1,395,MG1655,1426454,1427386
lacY:361926-363179:-,lacY,NC_000913.3,361925,363179,-,1254,Supplementary Table 1,396,MG1655,361926,363179
hisQ:2425230-2425916:-,hisQ,NC_000913.3,2425229,2425916,-,687,Supplementary Table 1,397,MG1655,2425230,2425916
dacC:880727-881929:+,dacC,NC_000913.3,880726,881929,+,1203,Supplementary Table 1,398,MG1655,880727,881929
yegZ:2167602-2167814:-,yegZ,NC_000913.3,2167601,2167814,-,213,Supplementary Table 1,399,MG1655,2167602,2167814
yegR:2167989-2168306:-,yegR,NC_000913.3,2167988,2168306,-,318,Supplementary Table 1,400,MG1655,2167989,2168306
yjiT:4572414-4573916:+,yjiT,NC_000913.3,4572413,4573916,+,1503,Supplementary Table 1,401,MG1655,4572414,4573916
yfbL:2385860-2386831:+,yfbL,NC_000913.3,2385859,2386831,+,972,Supplementary Table 1,402,MG1655,2385860,2386831
gspE:3458339-3459820:+,gspE,NC_000913.3,3458338,3459820,+,1482,Supplementary Table 1,403,MG1655,3458339,3459820
yjaH:4200566-4201261:+,yjaH,NC_000913.3,4200565,4201261,+,696,Supplementary Table 1,404,MG1655,4200566,4201261
ydgK:1705250-1705690:+,ydgK,NC_000913.3,1705249,1705690,+,441,Supplementary Table 1,405,MG1655,1705250,1705690
yaiO:380069-380842:-,yaiO,NC_000913.3,380068,380842,-,774,Supplementary Table 1,406,MG1655,380069,380842
fixA:42403-43173:+,fixA,NC_000913.3,42402,43173,+,771,Supplementary Table 1,407,MG1655,42403,43173
uspG:641439-641867:-,uspG,NC_000913.3,641438,641867,-,429,Supplementary Table 1,408,MG1655,641439,641867
borD:578600-578893:-,borD,NC_000913.3,578599,578893,-,294,Supplementary Table 1,409,MG1655,578600,578893
yhjK:3683630-3685618:-,yhjK,NC_000913.3,3683629,3685618,-,1989,Supplementary Table 1,410,MG1655,3683630,3685618
